,BIN,BOROUGH,ZIP,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,MEET_STANDARDS,LATITUDE,LONGITUDE,CENSUS_TRACT,BBL
12539,4115906,QUEENS,11355,KISSENA BOULEVARD,5137,102,WTI2294942764,2020,Y,40.754034,-73.823,79701.0,4051370102.0
12542,1031465,MANHATTAN,10024,CENTRAL PARK WEST,1201,34,WTI8730166315,2018,Y,40.786419,-73.968529,173.0,1012010034.0
12546,1014265,MANHATTAN,10001,WEST   29 STREET,778,46,WTI6685987062,2017,Y,40.748112,-73.993543,95.0,1007780046.0
12547,1038758,MANHATTAN,10017,UNITED NATIONS PLAZA,1337,7502,WTI5232418333,2016,Y,40.750441,-73.968676,90.0,1013377502.0
12555,2057725,BRONX,10467,BARNES AVENUE,4659,31,WTI9418179912,2018,Y,40.877177,-73.861649,380.0,2046590031.0
12560,1062700,MANHATTAN,10032,WEST  157 STREET,2115,5,WTI9818678344,2020,Y,40.83383,-73.944356,241.0,1021150005.0
12566,1033903,MANHATTAN,10024,Riverside Drive,1247,1,WTI9777699159,2020,Y,40.789474,-73.980683,171.0,1012470001.0
12567,1041515,MANHATTAN,10021,EAST   74 STREET,1388,56,WTI8507954911,2017,Y,40.773279,-73.964925,130.0,1013880056.0
12568,1085975,MANHATTAN,10016,5 AVENUE,868,7503,WTI4946229427,2017,Y,40.7509,-73.982131,82.0,1008687503.0
12570,1025009,MANHATTAN,10036,WEST   45 STREET,1036,14,WTI1868118020,2016,Y,40.759555,-73.989297,121.0,1010360014.0
12581,1034522,MANHATTAN,10019,AVENUE OF THE AMERICAS,1269,1,WTI4690834659,2019,Y,40.762103,-73.978803,104.0,1012690001.0
12582,1013976,MANHATTAN,10011,WEST   19 STREET,769,7504,WTI4334543085,2016,Y,40.742148,-73.998614,87.0,1007697504.0
12585,3057921,BROOKLYN,11205,NORTH ELLIOTT PLACE,2027,1,WTI1070508985,2020,Y,40.697,-73.977428,211.0,3020270001.0
12590,4115898,QUEENS,11355,COLDEN STREET,5137,5,WTI4440580524,2020,Y,40.75247,-73.824913,79701.0,4051370005.0
12591,1008223,MANHATTAN,10012,LAFAYETTE STREET,522,7501,WTI9942804540,2016,Y,40.725682,-73.994862,5502.0,1005227501.0
12592,3168773,BROOKLYN,11214,20 AVENUE,6441,1,WTI2626968490,2020,Y,40.600666,-74.002355,282.0,3064410001.0
12594,1057245,MANHATTAN,10025,DUKE ELLINGTON BOULEVARD,1891,62,WTI5055361584,2019,Y,40.801883,-73.969183,191.0,1018910062.0
12596,1045836,MANHATTAN,10021,YORK AVENUE,1466,21,WTI6418572924,2018,Y,40.766515,-73.954008,124.0,1014660021.0
12598,1050288,MANHATTAN,10128,EAST   93 STREET,1556,23,WTI0283913980,2018,Y,40.781501,-73.946545,154.0,1015560023.0
12601,1046256,MANHATTAN,10021,EAST   70 STREET,1482,20,WTI0313225322,2020,Y,40.765211,-73.953886,124.0,1014820020.0
12604,1000021,MANHATTAN,10004,BATTERY PARK PLAZA,9,29,WTI6560767157,2017,Y,40.703218,-74.014412,9.0,1000090029.0
12605,4047330,QUEENS,11368,HORACE HARDING EXPRESSWAY,1918,90,WTI3045300764,2020,Y,40.735678,-73.859843,455.0,4019180090.0
12607,1086204,MANHATTAN,10044,MAIN STREET,1373,2,WTI3178071901,2018,Y,40.759951,-73.951446,23801.0,1013730002.0
12612,1076234,MANHATTAN,10023,WEST   72 STREET,1143,7504,WTI1569852637,2019,Y,40.777581,-73.979213,157.0,1011437504.0
12616,1013547,MANHATTAN,10001,PENN PLAZA,757,31,WTI0537901715,2017,Y,40.751861,-73.993716,103.0,1007570031.0
12621,1085774,MANHATTAN,10282,CHAMBERS STREET,16,200,WTI3687974714,2018,Y,40.717774,-74.014206,31703.0,1000167522.0
12622,1044707,MANHATTAN,10065,EAST   65 STREET,1439,46,WTI1981995809,2019,Y,40.764138,-73.961089,118.0,1014390046.0
12624,1038623,MANHATTAN,10022,3 AVENUE,1332,1,WTI3401094770,2017,Y,40.761167,-73.96679,108.0,1013320001.0
12625,1049261,MANHATTAN,10075,EAST   79 STREET,1542,7501,WTI3543921125,2017,Y,40.773193,-73.954693,138.0,1015427501.0
12630,1040079,MANHATTAN,10022,BEEKMAN PLACE,1361,21,WTI3761002311,2019,Y,40.752872,-73.96513,8603.0,1013610021.0
12631,1073038,MANHATTAN,10028,EAST   82 STREET,1511,7501,WTI1347041109,2020,Y,40.777114,-73.957929,140.0,1015117501.0
12632,2091098,BRONX,10454,Alexander Avenue,2304,1,WTI2767992035,2020,Y,40.812552,-73.923295,41.0,2023040001.0
12636,1088724,MANHATTAN,10018,WEST   37 STREET,709,31,WTI7094497226,2019,Y,40.756679,-73.998177,99.0,1007090031.0
12640,1044360,MANHATTAN,10065,EAST   62 STREET,1437,1,WTI1310251927,2016,Y,40.762434,-73.962822,110.0,1014370001.0
12642,1033621,MANHATTAN,10025,WEST END AVENUE,1240,61,WTI2994808694,2018,Y,40.793079,-73.974297,179.0,1012400061.0
12644,1079000,MANHATTAN,10013,Centre Street,167,1,WTI7857399566,2016,Y,40.716084,-74.001425,29.0,1001670001.0
12648,1015931,MANHATTAN,10018,WEST   36 STREET,838,34,WTI0691433784,2019,Y,40.750041,-73.984354,84.0,1008380034.0
12650,1038669,MANHATTAN,10017,UNITED NATIONS PLAZA,1336,30,WTI6739288778,2019,Y,40.7499,-73.969066,88.0,1013360030.0
12658,4047323,QUEENS,11368,57 AVENUE,1918,75,WTI1559044596,2018,Y,40.738068,-73.86104,455.0,4019180075.0
12661,1014237,MANHATTAN,10001,WEST   27 STREET,776,55,WTI6322504331,2016,Y,40.747195,-73.995193,95.0,1007760055.0
12664,4541715,QUEENS,11109,CENTER BOULEVARD,21,35,WTI3098293888,2019,Y,40.747239,-73.956378,1.0,4000210035.0
12667,1012854,MANHATTAN,10001,WEST   34 STREET,731,65,WTI2033943908,2019,Y,40.754022,-73.997842,103.0,1007310065.0
12669,1083946,MANHATTAN,10029,East 105th Street,1696,1,WTI8676334190,2020,Y,40.78862,-73.939797,162.0,1016960001.0
12670,1017588,MANHATTAN,10016,MADISON AVENUE,869,16,WTI6202180418,2018,Y,40.751124,-73.980525,82.0,1008690016.0
12676,1070358,MANHATTAN,10023,BROADWAY,1139,7502,WTI9464835116,2018,Y,40.77524,-73.982186,153.0,1011397502.0
12688,1045948,MANHATTAN,10075,1 AVENUE,1471,3,WTI4256695526,2019,Y,40.770703,-73.953871,132.0,1014710003.0
12691,3024471,BROOKLYN,11217,PLAZA ST WEST,1060,8,WTI1747675120,2018,Y,40.675145,-73.971148,159.0,3010600008.0
12702,1030903,MANHATTAN,10024,WEST END AVENUE,1170,7502,WTI1096458287,2019,Y,40.784064,-73.98136,167.0,1011707502.0
12703,4100745,QUEENS,11354,31 AVENUE,4360,1,WTI0522474358,2020,Y,40.769233,-73.838638,907.0,4043600001.0
12704,1036145,MANHATTAN,10017,LEXINGTON AVENUE,1295,17,WTI2902192440,2020,Y,40.750429,-73.9768,80.0,1012950017.0
12708,1032795,MANHATTAN,10024,WEST END AVENUE,1231,64,WTI6932293386,2016,Y,40.787519,-73.978835,171.0,1012317502.0
12712,1054003,MANHATTAN,10035,East 124th Street,1749,10,WTI1447146110,2020,Y,40.805364,-73.941844,198.0,1017490010.0
12717,1050360,MANHATTAN,10075,EAST   80 STREET,1560,1,WTI0088535022,2016,Y,40.772997,-73.952115,136.0,1015600001.0
12721,1035789,MANHATTAN,10022,MADISON AVENUE,1292,52,WTI0819079225,2017,Y,40.7618,-73.972706,11202.0,1012920052.0
12722,1087436,MANHATTAN,10065,EAST   61 STREET,1455,13,WTI4788162004,2016,Y,40.760575,-73.960412,10602.0,1014550013.0
12726,1038916,MANHATTAN,10017,EAST   48 STREET,1341,1,WTI4336873339,2016,Y,40.753493,-73.969097,90.0,1013410001.0
12728,1081151,MANHATTAN,10022,EAST   52 STREET,1288,11,WTI4121425677,2018,Y,40.759432,-73.975415,102.0,1012880011.0
12731,1040561,MANHATTAN,10022,EAST   58 STREET,1369,7501,WTI5218932420,2016,Y,40.758698,-73.961781,10601.0,1013697501.0
12734,1044057,MANHATTAN,10021,3 AVENUE,1430,4,WTI9983295869,2019,Y,40.771954,-73.958979,134.0,1014300004.0
12744,1087328,MANHATTAN,10128,EAST   95 STREET,1523,34,WTI0877484708,2020,Y,40.784763,-73.950431,15801.0,1015230034.0
12745,1033621,MANHATTAN,10025,WEST END AVENUE,1240,61,WTI1696742729,2020,Y,40.793079,-73.974297,179.0,1012400061.0
12752,1041667,MANHATTAN,10021,EAST   75 STREET,1389,56,WTI0499270205,2016,Y,40.774017,-73.964704,130.0,1013890056.0
12756,1046977,MANHATTAN,10128,PARK AVENUE,1501,40,WTI6656393947,2017,Y,40.782841,-73.955838,15002.0,1015010040.0
12758,1048419,MANHATTAN,10128,EAST   94 STREET,1523,14,WTI0332995643,2017,Y,40.784709,-73.952204,15801.0,1015230014.0
12761,1078260,MANHATTAN,10022,EAST   54 STREET,1366,1,WTI3907816453,2016,Y,40.756223,-73.963923,10601.0,1013660001.0
12762,1037165,MANHATTAN,10022,EAST   59 STREET,1313,5,WTI3671823405,2019,Y,40.762631,-73.969157,11203.0,1013130005.0
12766,1039834,MANHATTAN,10022,EAST   53 STREET,1346,14,WTI9240468343,2016,Y,40.756391,-73.966251,98.0,1013460014.0
12767,1024742,MANHATTAN,10036,BROADWAY,1018,7501,WTI7917730928,2016,Y,40.759247,-73.985168,125.0,1010187501.0
12775,1036056,MANHATTAN,10022,EAST   57 STREET,1293,12,WTI9078355057,2020,Y,40.762676,-73.973262,11202.0,1012930012.0
12786,1041856,MANHATTAN,10075,EAST   78 STREET,1393,1,WTI3063739149,2017,Y,40.776218,-73.963984,142.0,1013930001.0
12787,1031645,MANHATTAN,10025,CENTRAL PARK WEST,1207,29,WTI9230010342,2020,Y,40.790055,-73.965869,177.0,1012070029.0
12791,1043850,MANHATTAN,10065,EAST   63 STREET,1417,42,WTI1844673816,2018,Y,40.76384,-73.964266,110.0,1014170042.0
12792,1015902,MANHATTAN,10018,WEST   36 STREET,837,56,WTI8644188763,2019,Y,40.750027,-73.984365,84.0,1008370056.0
12796,1078979,MANHATTAN,10004,BROADWAY,22,17,WTI3835153551,2020,Y,40.706045,-74.013096,9.0,1000220017.0
12800,1039848,MANHATTAN,10022,EAST   54 STREET,1346,7501,WTI6773840121,2018,Y,40.757083,-73.966013,98.0,1013467501.0
12804,1034815,MANHATTAN,10019,AVENUE OF THE AMERICAS,1270,71,WTI3009361673,2016,Y,40.762731,-73.978341,104.0,1012700071.0
12805,1034477,MANHATTAN,10036,WEST   47 STREET,1263,14,WTI8689697982,2016,Y,40.75722,-73.979877,96.0,1012630014.0
12807,1047593,MANHATTAN,10028,EAST   82 STREET,1510,65,WTI7415418488,2019,Y,40.777353,-73.958539,140.0,1015100065.0
12810,1001622,MANHATTAN,10013,WORTH STREET,148,15,WTI6575787283,2019,Y,40.717363,-74.006897,33.0,1001480015.0
12811,1042050,MANHATTAN,10065,EAST   62 STREET,1397,33,WTI4821303194,2016,Y,40.763736,-73.965912,11402.0,1013970033.0
12815,1018507,MANHATTAN,10016,EAST   34 STREET,889,55,WTI9159429837,2020,Y,40.746178,-73.979209,72.0,1008890055.0
12824,1089354,MANHATTAN,10065,EAST   66 STREET,1460,47,WTI5310126956,2018,Y,40.763843,-73.95845,116.0,1014600047.0
12826,1018032,MANHATTAN,10010,EAST   23 STREET,878,65,WTI1895910417,2020,Y,40.739773,-73.985389,68.0,1008780065.0
12835,1006737,MANHATTAN,10003,3 AVENUE,464,6,WTI0091892157,2020,Y,40.729793,-73.989703,38.0,1004640006.0
12842,1013644,MANHATTAN,10018,8 AVENUE,762,33,WTI4035679249,2018,Y,40.754952,-73.991467,115.0,1007620033.0
12843,1062700,MANHATTAN,10032,WEST  157 STREET,2115,5,WTI6745164586,2016,Y,40.83383,-73.944356,241.0,1021150005.0
12847,3324609,BROOKLYN,11213,Bergen Street,1352,1,WTI1039295732,2020,Y,40.675428,-73.938042,343.0,3013520001.0
12851,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI4549961683,2018,Y,40.869472,-73.828582,46201.0,2051410100.0
12853,1044897,MANHATTAN,10021,EAST   73 STREET,1448,1,WTI8243931639,2020,Y,40.769341,-73.957504,126.0,1014480001.0
12858,1016220,MANHATTAN,10010,EAST   21 STREET,849,55,WTI9787546009,2016,Y,40.739606,-73.988987,52.0,1008490055.0
12860,1032653,MANHATTAN,10024,WEST   80 STREET,1228,13,WTI3152541577,2016,Y,40.784256,-73.978814,167.0,1012280013.0
12872,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI2389793953,2020,Y,40.760216,-73.985334,125.0,1010197502.0
12875,1048787,MANHATTAN,10028,EAST   86 STREET,1532,1,WTI7951668960,2020,Y,40.778688,-73.953642,14602.0,1015320001.0
12876,1001100,MANHATTAN,10038,BROADWAY,65,17,WTI7480517536,2018,Y,40.709932,-74.009869,1502.0,1000650017.0
12877,1000850,MANHATTAN,10004,BEAVER STREET,29,73,WTI1711132794,2018,Y,40.705079,-74.010766,9.0,1000290073.0
12880,1018520,MANHATTAN,10016,LEXINGTON AVENUE,890,24,WTI9993066485,2018,Y,40.746672,-73.979515,72.0,1008900024.0
12894,1040802,MANHATTAN,10022,MADISON AVENUE,1375,21,WTI2448020338,2017,Y,40.764193,-73.970644,11401.0,1013750021.0
12895,2083481,BRONX,10463,HENRY HUDSON PARKWAY WEST,5746,584,WTI2518275362,2020,Y,40.880741,-73.918291,301.0,2057460584.0
12901,4052574,QUEENS,11375,71 ROAD,2235,25,WTI7562280479,2018,Y,40.721762,-73.840792,75702.0,4022350025.0
12902,2085823,BRONX,10471,HENRY HUDSON PARKWAY WEST,5912,91,WTI9839227088,2017,Y,40.896859,-73.908262,30701.0,2059120091.0
12905,4617191,QUEENS,11101,HUNTER STREET,433,7501,WTI0449076716,2018,Y,40.747892,-73.942595,19.0,4004337501.0
12907,1045948,MANHATTAN,10075,1 AVENUE,1471,3,WTI5352072309,2017,Y,40.770703,-73.953871,132.0,1014710003.0
12909,1009096,MANHATTAN,10003,EAST   10 STREET,561,9,WTI0337968900,2019,Y,40.732451,-73.993166,59.0,1005610009.0
12910,1033993,MANHATTAN,10024,WEST   88 STREET,1249,54,WTI9490940411,2020,Y,40.790662,-73.97805,175.0,1012490054.0
12911,1042050,MANHATTAN,10065,EAST   62 STREET,1397,33,WTI2689306264,2018,Y,40.763736,-73.965912,11402.0,1013970033.0
12912,1044023,MANHATTAN,10021,EAST   74 STREET,1429,5,WTI9961997554,2019,Y,40.770889,-73.959207,134.0,1014290005.0
12917,2092431,BRONX,10468,FORDHAM HILL OVAL,3226,53,WTI2105318847,2017,Y,40.863983,-73.908658,261.0,2032260053.0
12918,1047667,MANHATTAN,10028,EAST   83 STREET,1512,123,WTI1831815776,2019,Y,40.777451,-73.956763,140.0,1015120123.0
12922,1016002,MANHATTAN,10018,WEST   38 STREET,840,31,WTI3588040440,2020,Y,40.751306,-73.983524,84.0,1008400031.0
12923,1016040,MANHATTAN,10018,WEST   39 STREET,841,18,WTI9076158839,2018,Y,40.752138,-73.983578,84.0,1008410018.0
12924,1048070,MANHATTAN,10128,PARK AVENUE,1517,1,WTI0065623108,2016,Y,40.781702,-73.956074,14802.0,1015170001.0
12925,1028949,MANHATTAN,10023,WEST   69 STREET,1140,133,WTI5089410887,2017,Y,40.77564,-73.980608,153.0,1011400133.0
12926,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI8800012013,2016,Y,40.869472,-73.828582,46201.0,2051410100.0
12928,1008300030,MANHATTAN,10001,West 28th Street,830,30,WTI7007988855,2019,Y,40.74515,-73.988383,76.0,1008300030.0
12929,1000060,MANHATTAN,10281,VESEY STREET,16,150,WTI2983304927,2020,Y,40.714529,-74.015677,31703.0,1000160150.0
12933,1048385,MANHATTAN,10128,EAST   93 STREET,1522,12,WTI2079072246,2019,Y,40.784243,-73.953042,15801.0,1015220012.0
12934,1075696,MANHATTAN,10018,WEST   38 STREET,839,55,WTI6213461078,2019,Y,40.751215,-73.983354,84.0,1008390055.0
12935,1035759,MANHATTAN,10022,MADISON AVENUE,1290,56,WTI1767786449,2016,Y,40.761081,-73.973797,102.0,1012900056.0
12936,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI7994250201,2017,Y,40.703608,-74.009691,9.0,1000327501.0
12938,2091866,BRONX,10463,KNOLLS CRESCENT,5723,84,WTI7308273270,2020,Y,40.879004,-73.918275,29302.0,2057230084.0
12945,1080796,MANHATTAN,10003,UNION SQUARE,871,3,WTI6107471194,2017,Y,40.73584,-73.98955,50.0,1008710003.0
12949,1033941,MANHATTAN,10024,WEST END AVENUE,1248,29,WTI8874690905,2018,Y,40.789092,-73.977715,175.0,1012480029.0
12952,3247163,BROOKLYN,11235,BEDFORD AVENUE,8782,34,WTI6833890235,2019,Y,40.586077,-73.944023,600.0,3087820034.0
12953,1087141,MANHATTAN,10036,WEST   43 STREET,1014,58,WTI5067660893,2020,Y,40.757477,-73.988294,119.0,1010140058.0
12959,1043259,MANHATTAN,10075,EAST   79 STREET,1413,57,WTI1903276746,2017,Y,40.77513,-73.95932,140.0,1014130057.0
12960,1082646,MANHATTAN,10019,WEST   50 STREET,1041,11,WTI9571176446,2020,Y,40.763021,-73.98782,133.0,1010410011.0
12963,1038912,MANHATTAN,10017,EAST   48 STREET,1340,39,WTI8744311456,2017,Y,40.753304,-73.9687,90.0,1013400039.0
12971,1038758,MANHATTAN,10017,UNITED NATIONS PLAZA,1337,7502,WTI1200525291,2019,Y,40.750441,-73.968676,90.0,1013377502.0
12972,1015816,MANHATTAN,10001,5 AVENUE,833,38,WTI3174195569,2016,Y,40.746681,-73.985856,76.0,1008330038.0
12974,1016239,MANHATTAN,10010,5 AVENUE,850,1,WTI4011052235,2016,Y,40.74035,-73.990441,56.0,1008500001.0
12978,1043149,MANHATTAN,10021,EAST   75 STREET,1410,33,WTI3145283747,2019,Y,40.771974,-73.959817,128.0,1014100033.0
12982,1041681,MANHATTAN,10021,EAST   74 STREET,1389,7501,WTI2158927867,2017,Y,40.773309,-73.96495,130.0,1013897501.0
12985,1036085,MANHATTAN,10022,MADISON AVENUE,1294,46,WTI4417229266,2018,Y,40.763381,-73.971551,11202.0,1012940046.0
12986,1045174,MANHATTAN,10021,EAST   76 STREET,1451,23,WTI2451760058,2020,Y,40.770803,-73.95507,134.0,1014510023.0
12991,1029901,MANHATTAN,10023,WEST   72 STREET,1143,60,WTI8654874680,2018,Y,40.778223,-73.980737,157.0,1011430060.0
12995,1017361,MANHATTAN,10016,PARK AVENUE,868,7502,WTI0389352975,2018,Y,40.750067,-73.979179,82.0,1008687502.0
12999,1043948,MANHATTAN,10021,EAST   72 STREET,1426,29,WTI3145703927,2018,Y,40.769314,-73.959602,126.0,1014260029.0
13000,1015291,MANHATTAN,10011,5 AVENUE,816,37,WTI7831393479,2017,Y,40.736354,-73.993379,54.0,1008160037.0
13004,1033820,MANHATTAN,10024,WEST END AVENUE,1245,70,WTI3130779164,2018,Y,40.787072,-73.9792,171.0,1012450070.0
13009,1035776,MANHATTAN,10022,5 AVENUE,1291,7501,WTI9888182568,2019,Y,40.762135,-73.974562,102.0,1012917501.0
13017,1031038,MANHATTAN,10023,RIVERSIDE DRIVE,1185,42,WTI5391273812,2018,Y,40.782989,-73.98426,163.0,1011850042.0
13020,1017184,MANHATTAN,10016,EAST   37 STREET,866,42,WTI7817624992,2018,Y,40.749458,-73.981103,82.0,1008660042.0
13023,1001408,MANHATTAN,10007,BROADWAY,124,24,WTI1324236413,2020,Y,40.712982,-74.007301,21.0,1001240024.0
13024,1000650020,MANHATTAN,10038,John Street,65,20,WTI4267203247,2018,Y,40.710004,-74.0091,1502.0,1000650020.0
13025,4074666,MANHATTAN,11374,67 AVENUE,3156,133,WTI5402244529,2020,Y,40.724241,-73.855552,71306.0,4031560133.0
13026,1015483,MANHATTAN,10011,WEST   20 STREET,821,7504,WTI3568608707,2016,Y,40.740166,-73.992137,54.0,1008210062.0
13027,1088576,MANHATTAN,10023,WEST   67 STREET,1158,7507,WTI5645296130,2016,Y,40.775125,-73.984204,155.0,1011587507.0
13035,1032526,MANHATTAN,10025,WEST   93 STREET,1223,7503,WTI8438546882,2018,Y,40.790956,-73.968993,177.0,1012237503.0
13037,1030234,MANHATTAN,10024,WEST   78 STREET,1150,1,WTI8738445339,2017,Y,40.782074,-73.977869,165.0,1011500001.0
13050,1036457,MANHATTAN,10022,3 AVENUE,1305,40,WTI6935259706,2017,Y,40.756216,-73.970496,100.0,1013050040.0
13051,1088724,MANHATTAN,10018,WEST   37 STREET,709,31,WTI7587825376,2018,Y,40.756679,-73.998177,99.0,1007090031.0
13053,1030966,MANHATTAN,10023,WEST END AVENUE,1183,32,WTI0958672551,2018,Y,40.779659,-73.984596,159.0,1011830032.0
13059,2092720,BRONX,10473,BOYNTON AVENUE,3623,20,WTI8576191599,2020,Y,40.820139,-73.87626,28.0,2036230020.0
13060,1077585,MANHATTAN,10002,MONROE STREET,253,1,WTI4897528420,2016,Y,40.711453,-73.995661,8.0,1002530001.0
13071,1035470,MANHATTAN,10022,Madison Ave,1287,14,WTI0448802583,2020,Y,40.758888,-73.974855,102.0,1012870014.0
13072,2085820,BRONX,10471,HENRY HUDSON PARKWAY WEST,5912,1,WTI7943428859,2016,Y,40.895547,-73.908376,30701.0,2059120001.0
13076,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI2501915939,2019,Y,40.869472,-73.828582,46201.0,2051410100.0
13078,5109140,STATEN ISLAND,10303,HOLLAND AVENUE,1272,11,WTI6540054175,2018,Y,40.639577,-74.171256,31902.0,5012720011.0
13079,1077591,MANHATTAN,10002,MONROE STREET,253,1,WTI1208584786,2018,Y,40.711555,-73.994579,8.0,1002530001.0
13083,2018271,BRONX,10467,WAYNE AVENUE,3344,52,WTI3129324742,2019,Y,40.881144,-73.877444,431.0,2033440052.0
13084,1057094,MANHATTAN,10025,RIVERSIDE DRIVE,1888,87,WTI9935593897,2019,Y,40.79839,-73.972955,187.0,1018880087.0
13085,1017953,MANHATTAN,10003,GRAMERCY PARK EAST,876,18,WTI8937030045,2020,Y,40.737418,-73.985313,50.0,1008760018.0
13087,1046917,MANHATTAN,10128,EAST   87 STREET,1499,25,WTI0979374265,2019,Y,40.781217,-73.957544,15002.0,1014990025.0
13092,1014800,MANHATTAN,10011,WEST   22 STREET,798,26,WTI6502658221,2017,Y,40.742661,-73.99428,91.0,1007980026.0
13095,1000006,MANHATTAN,10004,BROAD STREET,5,7501,WTI3897248499,2020,Y,40.702112,-74.011249,9.0,1000057501.0
13096,1003215,MANHATTAN,10002,MONTGOMERY STREET,259,71,WTI0162859071,2017,Y,40.713053,-73.985045,202.0,1002590071.0
13098,1009516,MANHATTAN,10011,WEST   11 STREET,574,15,WTI8391552085,2019,Y,40.734764,-73.996807,63.0,1005740015.0
13100,1000060,MANHATTAN,10281,VESEY STREET,16,150,WTI7521347716,2019,Y,40.714529,-74.015677,31703.0,1000160150.0
13101,1051456,MANHATTAN,10029,East 97th Street,1602,60,WTI7343992342,2020,Y,40.788067,-73.95408,16002.0,1016020060.0
13102,1007574,MANHATTAN,10012,BROADWAY,498,7,WTI2677595597,2019,Y,40.723925,-73.998063,49.0,1004980007.0
13105,1043230,MANHATTAN,10075,PARK AVENUE,1413,1,WTI6023025643,2020,Y,40.775114,-73.960884,140.0,1014130001.0
13106,1082646,MANHATTAN,10019,WEST   50 STREET,1041,11,WTI9355919769,2018,Y,40.763021,-73.98782,133.0,1010410011.0
13108,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI1204152819,2019,Y,40.760216,-73.985334,125.0,1010197502.0
13115,1009482,MANHATTAN,10011,5 AVENUE,573,43,WTI9290405815,2019,Y,40.733011,-73.995811,63.0,1005730043.0
13122,1048787,MANHATTAN,10028,EAST   86 STREET,1532,1,WTI5841919411,2019,Y,40.778688,-73.953642,14602.0,1015320001.0
13123,1014255,MANHATTAN,10001,WEST   28 STREET,778,20,WTI4040283813,2020,Y,40.747665,-73.994348,95.0,1007780020.0
13129,1036068,MANHATTAN,10022,PARK AVENUE,1293,37,WTI3663096262,2018,Y,40.762123,-73.970389,11202.0,1012930037.0
13130,1057200,MANHATTAN,10025,WEST  104 STREET,1890,64,WTI4799790323,2020,Y,40.800453,-73.969823,191.0,1018900064.0
13135,1081022,MANHATTAN,10023,COLUMBUS AVENUE,1134,1,WTI0630517733,2016,Y,40.771894,-73.982851,149.0,1011340001.0
13140,1000058,MANHATTAN,10280,LIBERTY STREET,16,125,WTI1044727658,2016,Y,40.711537,-74.015673,31703.0,1000160125.0
13141,1015792,MANHATTAN,10001,WEST   31 STREET,832,49,WTI4075212618,2018,Y,40.746712,-73.986383,76.0,1008320049.0
13154,3325906,BROOKLYN,11201,Bridge Street,68,1,WTI7375424847,2020,Y,40.701003,-73.984784,23.0,3000680001.0
13157,1081245,MANHATTAN,10021,East 76th Street,1470,7501,WTI9909952046,2020,Y,40.770215,-73.953717,132.0,1014707501.0
13159,1028166,MANHATTAN,10023,CENTRAL PARK WEST,1118,36,WTI3176772832,2019,Y,40.772105,-73.97897,149.0,1011180036.0
13161,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI4549961683,2018,Y,40.869472,-73.828582,46201.0,2051410100.0
13163,1030966,MANHATTAN,10023,WEST END AVENUE,1183,32,WTI4518910775,2020,Y,40.779659,-73.984596,159.0,1011830032.0
13167,1014454,MANHATTAN,10018,WEST   37 STREET,787,11,WTI4209799420,2018,Y,40.753475,-73.990594,109.0,1007870011.0
13168,1030435,MANHATTAN,10023,WEST   72 STREET,1163,58,WTI8519934732,2017,Y,40.779374,-73.983459,159.0,1011630058.0
13169,1077426,MANHATTAN,10007,BROADWAY,134,25,WTI0247506389,2020,Y,40.713569,-74.0068,21.0,1001340025.0
13170,1035375,MANHATTAN,10017,VANDERBILT AVENUE,1279,45,WTI8260969496,2017,Y,40.754036,-73.977214,94.0,1012790045.0
13174,1028636,MANHATTAN,10023,WEST   72 STREET,1125,24,WTI4836490980,2018,Y,40.77671,-73.977102,157.0,1011250024.0
13175,1051246,MANHATTAN,10028,EAST END AVENUE,1582,30,WTI2668112264,2016,Y,40.774698,-73.944951,14401.0,1015820030.0
13177,1090233,MANHATTAN,10022,East 57th Street,1330,7502,WTI3006218634,2020,Y,40.759731,-73.966318,108.0,1013307502.0
13182,1073155,MANHATTAN,10128,PARK AVENUE,1524,7501,WTI1519053153,2020,Y,40.786337,-73.952694,15801.0,1015247501.0
13185,1030507,MANHATTAN,10023,WEST   72 STREET,1164,5,WTI8183786084,2019,Y,40.77933,-73.983311,159.0,1011640005.0
