,BIN,BOROUGH,ZIP,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,MEET_STANDARDS,LATITUDE,LONGITUDE,CENSUS_TRACT,BBL
35167,1014251,MANHATTAN,10001,WEST   27 STREET,777,18,WTI3787204961,2017,Y,40.747127,-73.994991,95.0,1007770018.0
35170,3321766,BROOKLYN,11224,West 33rd Street,7048,15,WTI6775140958,2020,Y,40.573698,-73.999327,342.0,3070480015.0
35172,1029901,MANHATTAN,10023,WEST   72 STREET,1143,60,WTI5387848019,2017,Y,40.778223,-73.980737,157.0,1011430060.0
35174,1088437,MANHATTAN,10036,WEST   42 STREET,1051,7502,WTI3697069754,2020,Y,40.759212,-73.99451,115.0,1010517502.0
35179,1076162,MANHATTAN,10016,EAST   40 STREET,920,7501,WTI4239223463,2019,Y,40.748664,-73.973459,88.0,1009207501.0
35180,1036205,MANHATTAN,10017,PARK AVENUE,1301,1,WTI7263819856,2019,Y,40.754826,-73.975683,92.0,1013010001.0
35181,1015593,MANHATTAN,10010,WEST   24 STREET,826,13,WTI0896982424,2016,Y,40.742883,-73.990686,58.0,1008260013.0
35187,1015951,MANHATTAN,10018,WEST   37 STREET,838,72,WTI4808286372,2018,Y,40.750916,-73.984556,84.0,1008380072.0
35188,4115905,QUEENS,11355,KISSENA BOULEVARD,5137,93,WTI0469725777,2020,Y,40.754562,-73.823626,79701.0,4051370093.0
35191,1046809,MANHATTAN,10028,5 AVENUE,1496,1,WTI6312246852,2016,Y,40.78023,-73.961151,15001.0,1014960001.0
35192,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI4549961683,2018,Y,40.869472,-73.828582,46201.0,2051410100.0
35193,1016184,MANHATTAN,10003,BROADWAY,848,61,WTI3243153692,2018,Y,40.739109,-73.989773,52.0,1008480061.0
35198,1051229,MANHATTAN,10028,EAST   85 STREET,1581,45,WTI8293210926,2018,Y,40.775018,-73.947106,14401.0,1015810045.0
35200,1089024,MANHATTAN,10017,3 AVENUE,1295,33,WTI8657874501,2018,Y,40.749581,-73.975324,80.0,1012950033.0
35204,1016148,MANHATTAN,10003,East 18th Street,847,29,WTI9773688691,2020,Y,40.737652,-73.989759,52.0,1008470029.0
35205,1031141,MANHATTAN,10024,CENTRAL PARK WEST,1195,29,WTI0536266239,2017,Y,40.782226,-73.971589,165.0,1011950029.0
35207,3114603,BROOKLYN,11225,FLATBUSH AVENUE,5026,100,WTI2804737260,2018,Y,40.659576,-73.960577,79802.0,3050260100.0
35213,1012859,MANHATTAN,10001,WEST   34 STREET,732,25,WTI0291815944,2016,Y,40.75372,-73.997076,111.0,1007320025.0
35216,1015020,MANHATTAN,10001,WEST   26 STREET,801,51,WTI7531473323,2020,Y,40.745096,-73.992133,91.0,1008010051.0
35219,1020566,MANHATTAN,10010,EAST   22 STREET,927,7501,WTI6645156348,2018,Y,40.736978,-73.980832,64.0,1009277501.0
35226,1046437,MANHATTAN,10075,EAST   79 STREET,1491,23,WTI9172789096,2018,Y,40.776204,-73.961829,142.0,1014910023.0
35227,1088724,MANHATTAN,10018,WEST   37 STREET,709,31,WTI7212240446,2016,Y,40.756679,-73.998177,99.0,1007090031.0
35228,1015405,MANHATTAN,10011,WEST   17 STREET,818,78,WTI8941406381,2017,Y,40.738585,-73.99384,54.0,1008180078.0
35229,1042466,MANHATTAN,10065,EAST   67 STREET,1401,54,WTI5629643693,2018,Y,40.767114,-73.964264,120.0,1014010054.0
35235,1000880,MANHATTAN,10005,PINE STREET,39,12,WTI6649344723,2019,Y,40.705892,-74.007181,7.0,1000390012.0
35237,1050548,MANHATTAN,10028,EAST   86 STREET,1566,10,WTI1295836110,2016,Y,40.77647,-73.948387,14402.0,1015660010.0
35238,4052716,QUEENS,11375,112 STREET,2250,1,WTI4113150364,2020,Y,40.720713,-73.83815,75701.0,4022500001.0
35242,1009014,MANHATTAN,10003,EAST   12 STREET,558,7503,WTI3389330165,2017,Y,40.732508,-73.989424,42.0,1005587503.0
35252,1041701,MANHATTAN,10021,PARK AVENUE,1390,35,WTI6206800327,2019,Y,40.773242,-73.962278,130.0,1013900035.0
35279,1083119,MANHATTAN,10016,EAST   33 STREET,936,7501,WTI8256537234,2020,Y,40.744001,-73.976156,70.0,1009367501.0
35281,2097466,BRONX,10475,BARTOW AVENUE,5141,100,WTI8800012013,2016,Y,40.869472,-73.828582,46201.0,2051410100.0
35282,1012610027,MANHATTAN,10036,W 45th St,1261,27,WTI4727004707,2019,Y,40.755774,-73.980332,96.0,1012610027.0
35287,1081119,MANHATTAN,10037,Park Avenue,1757,20,WTI7444170044,2020,Y,40.810438,-73.935308,210.0,1017570020.0
35295,1048512,MANHATTAN,10075,EAST   79 STREET,1525,13,WTI3650544965,2016,Y,40.773987,-73.95657,138.0,1015250013.0
35301,1041137,MANHATTAN,10065,PARK AVENUE,1380,39,WTI4776356836,2020,Y,40.767071,-73.96678,122.0,1013800039.0
35302,1034212,MANHATTAN,10036,5 AVENUE,1259,7502,WTI3832495814,2017,Y,40.754514,-73.980145,96.0,1012597502.0
35303,1016291,MANHATTAN,10010,EAST   23 STREET,851,51,WTI2628613151,2019,Y,40.740671,-73.987528,56.0,1008510051.0
35304,1015450,MANHATTAN,10011,WEST   18 STREET,820,36,WTI6141271270,2018,Y,40.738736,-73.992321,54.0,1008200036.0
35309,1014490,MANHATTAN,10018,WEST   39 STREET,788,78,WTI8764455441,2016,Y,40.754817,-73.989984,113.0,1007880078.0
35325,1014476,MANHATTAN,10018,WEST   38 STREET,788,19,WTI1134345626,2019,Y,40.754093,-73.990143,113.0,1007880019.0
35326,1015938,MANHATTAN,10018,5 AVENUE,838,48,WTI5844675066,2016,Y,40.750183,-73.983304,84.0,1008380048.0
35332,1015393,MANHATTAN,10011,5 AVENUE,818,41,WTI6447924935,2019,Y,40.737424,-73.992599,54.0,1008180041.0
35333,1033133,MANHATTAN,10024,BROADWAY,1233,16,WTI6923009227,2019,Y,40.788007,-73.976747,171.0,1012330016.0
35335,1028839,MANHATTAN,10023,BROADWAY,1138,7502,WTI1676930020,2017,Y,40.774123,-73.982229,153.0,1011387502.0
35337,4458689,QUEENS,11418,84 AVENUE,3321,113,WTI4244526651,2020,Y,40.70397,-73.834472,134.0,4033210113.0
35338,1017914,MANHATTAN,10003,IRVING PLACE,875,19,WTI9372352265,2018,Y,40.737143,-73.986483,50.0,1008750019.0
35342,1017370059,MANHATTAN,10037,W 142nd St,1737,59,WTI0353549807,2019,Y,40.817987,-73.936439,214.0,1017370059.0
35344,1088109,MANHATTAN,10025,WEST   95 STREET,1209,1,WTI0155337177,2016,Y,40.792106,-73.967804,181.0,1012090001.0
35345,1089438,MANHATTAN,10036,WEST   42 STREET,1090,7502,WTI1297177119,2016,Y,40.76096,-73.998617,129.0,1010907502.0
35349,1078257,MANHATTAN,10022,EAST   52 STREET,1364,5,WTI8182535208,2020,Y,40.754889,-73.964653,8603.0,1013640005.0
35350,3189511,BROOKLYN,11224,West 35th Street,7046,22,WTI1836191069,2020,Y,40.573838,-74.000493,342.0,3070460022.0
35353,1043861,MANHATTAN,10065,EAST   63 STREET,1418,1,WTI0493638033,2018,Y,40.763895,-73.964352,110.0,1014180001.0
35356,1049854,MANHATTAN,10028,EAST   81 STREET,1544,19,WTI6679948836,2018,Y,40.774183,-73.952952,138.0,1015440019.0
35360,2015493,BRONX,10463,GALE PLACE,3252,340,WTI9857684110,2018,Y,40.884999,-73.892977,281.0,2032520340.0
35366,1025183,MANHATTAN,10019,WEST   51 STREET,1041,50,WTI3107377092,2016,Y,40.76374,-73.987632,133.0,1010410050.0
35368,4052342,QUEENS,11375,108 STREET,2223,1,WTI6758000420,2019,Y,40.721992,-73.843966,739.0,4022230001.0
35370,1032677,MANHATTAN,10024,West End Avenue,1229,1,WTI2069267864,2020,Y,40.785801,-73.980088,167.0,1012290001.0
35377,1041321,MANHATTAN,10021,EAST   70 STREET,1384,65,WTI6511198779,2018,Y,40.771002,-73.967666,122.0,1013840065.0
35381,1080762,MANHATTAN,10010,BROADWAY,849,10,WTI4444815168,2020,Y,40.739403,-73.989716,52.0,1008490010.0
35385,2068251,BRONX,10466,EAST  233 STREET,5000,1,WTI7055040029,2018,Y,40.89194,-73.852775,430.0,2050000001.0
35386,1017084,MANHATTAN,10016,PARK AVENUE,863,44,WTI2546729633,2016,Y,40.746752,-73.981598,74.0,1008630044.0
35389,1077833,MANHATTAN,10012,WASHINGTON SQUARE VILLAGE,533,1,WTI5633728380,2016,Y,40.729113,-73.997507,5501.0,1005330001.0
35391,1070358,MANHATTAN,10023,BROADWAY,1139,7502,WTI5613487595,2020,Y,40.77524,-73.982186,153.0,1011397502.0
35397,3001450022,BROOKLYN,11201,Willoughby Street,145,22,WTI4657303383,2018,Y,40.692126,-73.9847,15.0,3001457502.0
35398,3002556,BROOKLYN,11201,LIVINGSTON STREET,266,12,WTI7940877182,2018,Y,40.69143,-73.990826,9.0,3002660012.0
35404,1033993,MANHATTAN,10024,WEST   88 STREET,1249,54,WTI1714893199,2017,Y,40.790662,-73.97805,175.0,1012490054.0
35416,1007237,MANHATTAN,10012,BROADWAY,483,15,WTI6777760837,2019,Y,40.722663,-73.999105,45.0,1004830015.0
35417,1013627,MANHATTAN,10018,WEST   38 STREET,761,53,WTI9115715273,2019,Y,40.755139,-73.992669,111.0,1007610053.0
35420,4454475,QUEENS,11377,QUEENS BOULEVARD,2313,7501,WTI9940231975,2019,Y,40.741828,-73.907281,245.0,4023137501.0
35427,1042845,MANHATTAN,10021,EAST   72 STREET,1407,20,WTI7341633971,2019,Y,40.77033,-73.961966,128.0,1014070020.0
35431,1050288,MANHATTAN,10128,EAST   93 STREET,1556,23,WTI7229676384,2018,Y,40.781501,-73.946545,154.0,1015560023.0
35433,1035347,MANHATTAN,10017,EAST   43 STREET,1277,8,WTI3874461269,2020,Y,40.753979,-73.979997,94.0,1012770008.0
35438,1015047,MANHATTAN,10001,WEST   27 STREET,802,49,WTI8582798176,2016,Y,40.745628,-73.991479,95.0,1008020049.0
35440,1041332,MANHATTAN,10021,Park Avenue,1385,32,WTI3528025483,2020,Y,40.76995,-73.964681,130.0,1013850032.0
35448,1047539,MANHATTAN,10028,PARK AVENUE,1509,69,WTI2618769237,2020,Y,40.776801,-73.959648,140.0,1015090069.0
35452,1015447,MANHATTAN,10011,WEST   18 STREET,820,29,WTI6522974605,2016,Y,40.738851,-73.992599,54.0,1008200029.0
35454,1015832,MANHATTAN,10001,WEST   32 STREET,833,63,WTI7866438092,2019,Y,40.747826,-73.987101,76.0,1008330063.0
35464,1033133,MANHATTAN,10024,BROADWAY,1233,16,WTI4683614143,2017,Y,40.788007,-73.976747,171.0,1012330016.0
35465,1031141,MANHATTAN,10024,CENTRAL PARK WEST,1195,29,WTI2326926586,2019,Y,40.782226,-73.971589,165.0,1011950029.0
35474,1009283,MANHATTAN,10003,University Place,569,24,WTI6271492979,2020,Y,40.733617,-73.993065,61.0,1005690024.0
35475,4534604,QUEENS,11109,Center Blvd,21,60,WTI8421978672,2018,Y,40.745961,-73.956823,1.0,4000210060.0
35478,1035454,MANHATTAN,10022,MADISON AVENUE,1285,15,WTI7168229979,2016,Y,40.757582,-73.975805,102.0,1012850015.0
35479,1030436,MANHATTAN,10023,WEST END AVENUE,1163,61,WTI0776851900,2020,Y,40.779725,-73.984524,159.0,1011630061.0
35489,1083119,MANHATTAN,10016,EAST   33 STREET,936,7501,WTI1432901063,2020,Y,40.744001,-73.976156,70.0,1009367501.0
35492,1025425,MANHATTAN,10019,WEST   55 STREET,1046,13,WTI8703332717,2018,Y,40.765982,-73.985138,139.0,1010460013.0
35494,1015240,MANHATTAN,10018,BROADWAY,812,22,WTI4752790261,2016,Y,40.751704,-73.987599,109.0,1008120022.0
35503,1042845,MANHATTAN,10021,EAST   72 STREET,1407,20,WTI2525845864,2020,Y,40.77033,-73.961966,128.0,1014070020.0
35504,1057332,MANHATTAN,10025,RIVERSIDE DRIVE,1894,67,WTI0864116880,2020,Y,40.80581,-73.967133,199.0,1018940067.0
35506,1085790,MANHATTAN,10003,EAST   14 STREET,559,22,WTI3551350506,2020,Y,40.733718,-73.988215,42.0,1005590022.0
35507,4432046,QUEENS,11375,66 ROAD,2133,16,WTI8561320503,2019,Y,40.728526,-73.851538,71304.0,4021330016.0
35510,1033712,MANHATTAN,10025,WEST END AVENUE,1243,61,WTI9908446220,2020,Y,40.795099,-73.973307,183.0,1012430061.0
35512,1030432,MANHATTAN,10023,WEST   72 STREET,1163,53,WTI4180555851,2018,Y,40.779258,-73.983185,159.0,1011630053.0
35517,3397571,BROOKLYN,11231,COURT STREET,476,7501,WTI8153011013,2016,Y,40.675574,-73.999156,77.0,3004767501.0
35519,1063862,MANHATTAN,10040,AUDUBON AVENUE,2160,1,WTI7351707226,2020,Y,40.855189,-73.927612,277.0,1021600001.0
35520,1051695,MANHATTAN,10128,PARK AVENUE,1624,1,WTI2631256413,2018,Y,40.786647,-73.952149,15802.0,1016240001.0
35525,1055258,MANHATTAN,10025,WEST   96 STREET,1832,16,WTI5478571969,2017,Y,40.792166,-73.965857,181.0,1018320016.0
35528,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI7994250201,2017,Y,40.703608,-74.009691,9.0,1000327501.0
35532,1031607,MANHATTAN,10024,CENTRAL PARK WEST,1204,29,WTI5265737719,2020,Y,40.788063,-73.967315,177.0,1012040029.0
35538,1041091,MANHATTAN,10065,EAST   65 STREET,1379,51,WTI7262312418,2018,Y,40.767228,-73.968423,122.0,1013790051.0
35544,1015003,MANHATTAN,10001,WEST   25 STREET,801,14,WTI8412239952,2018,Y,40.744766,-73.993223,91.0,1008010014.0
35547,1015595,MANHATTAN,10010,WEST   24 STREET,826,19,WTI5313738614,2020,Y,40.742718,-73.990292,58.0,1008260019.0
35551,1030185,MANHATTAN,10024,WEST   77 STREET,1148,56,WTI5784723796,2016,Y,40.781333,-73.978082,161.0,1011480056.0
35557,1003881,MANHATTAN,10002,Eldridge Street,300,8,WTI0966281884,2016,Y,40.716012,-73.993052,16.0,1003000008.0
35559,1030721,MANHATTAN,10023,WEST   74 STREET,1166,11,WTI6763820072,2018,Y,40.780735,-73.982567,163.0,1011660011.0
35561,1033616,MANHATTAN,10025,WEST   93 STREET,1240,7502,WTI0411958690,2018,Y,40.792475,-73.972622,179.0,1012407502.0
35575,1034235,MANHATTAN,10036,WEST   45 STREET,1260,64,WTI1584423823,2020,Y,40.756142,-73.981245,96.0,1012600064.0
35576,1070746,MANHATTAN,10023,WEST END AVENUE,1179,7501,WTI0340358321,2019,Y,40.777019,-73.986522,155.0,1011797501.0
35582,1015785,MANHATTAN,10001,5 AVENUE,832,39,WTI3899160183,2017,Y,40.746072,-73.986297,76.0,1008320039.0
35586,1009014,MANHATTAN,10003,EAST   12 STREET,558,7503,WTI7551262312,2016,Y,40.732508,-73.989424,42.0,1005587503.0
35589,1078833,MANHATTAN,10010,2 AVENUE,931,1,WTI6225988411,2020,Y,40.739311,-73.97985,66.0,1009310001.0
35600,1001572,MANHATTAN,10013,HUDSON STREET,144,40,WTI6919570163,2017,Y,40.717876,-74.008939,33.0,1001440040.0
35602,4000702,QUEENS,11101,PEARSON STREET,84,23,WTI0941636438,2019,Y,40.745187,-73.944224,19.0,4000840023.0
35610,1030891,MANHATTAN,10024,WEST   78 STREET,1169,37,WTI2072391671,2018,Y,40.782661,-73.979306,163.0,1011690037.0
35616,4209597,QUEENS,11432,MERRICK BOULEVARD,9795,1,WTI1484223305,2019,Y,40.706367,-73.794337,460.0,4097950001.0
35619,1087755,MANHATTAN,10038,WILLIAM STREET,68,7502,WTI0847498854,2020,Y,40.708184,-74.007787,1502.0,1000687502.0
35620,1019791,MANHATTAN,10010,EAST   24 STREET,905,26,WTI8530782421,2018,Y,40.738682,-73.980709,66.0,1009050026.0
35623,1032131,MANHATTAN,10024,WEST   85 STREET,1215,35,WTI9019498633,2018,Y,40.785995,-73.973144,169.0,1012150035.0
35631,3196586,BROOKLYN,11224,WEST    5 STREET,7274,60,WTI1355625738,2018,Y,40.578926,-73.972101,35602.0,3072740060.0
35632,1018530,MANHATTAN,10016,EAST   35 STREET,890,49,WTI7540509173,2020,Y,40.746721,-73.97844,72.0,1008900049.0
35633,1076298,MANHATTAN,10065,EAST   67 STREET,1402,6,WTI0731444953,2019,Y,40.767559,-73.965278,120.0,1014020006.0
35634,1029778,MANHATTAN,10023,WEST   71 STREET,1142,64,WTI9629736252,2019,Y,40.777537,-73.981189,157.0,1011420064.0
35635,1030720,MANHATTAN,10023,WEST   74 STREET,1166,7,WTI9101079601,2020,Y,40.780776,-73.982664,163.0,1011660007.0
35638,4541713,QUEENS,11109,CENTER BOULEVARD,21,20,WTI6450870837,2017,Y,40.748068,-73.95667,1.0,4000210020.0
35642,1013687501,MANHATTAN,10022,East 57th Street,1368,7501,WTI7079687052,2019,Y,40.757864,-73.961883,10601.0,1013687501.0
35643,1041036,MANHATTAN,10065,Park Ave,1378,33,WTI4690632359,2020,Y,40.765636,-73.967824,122.0,1013780033.0
35644,1041515,MANHATTAN,10021,EAST   74 STREET,1388,56,WTI9290253198,2020,Y,40.773279,-73.964925,130.0,1013880056.0
35645,1073503,MANHATTAN,10128,EAST   90 STREET,1552,7502,WTI4030808505,2019,Y,40.780281,-73.949532,154.0,1015527502.0
35647,1036482,MANHATTAN,10022,LEXINGTON AVENUE,1309,23,WTI7239014861,2016,Y,40.75903,-73.970321,100.0,1013090023.0
35648,1033555,MANHATTAN,10024,WEST   90 STREET,1238,10,WTI0482470446,2020,Y,40.791089,-73.975132,179.0,1012380010.0
35651,1008817,MANHATTAN,10003,WASHINGTON PLACE,546,33,WTI6012382176,2020,Y,40.729061,-73.993874,57.0,1005460033.0
35653,1032216,MANHATTAN,10024,WEST   87 STREET,1217,54,WTI7835004432,2017,Y,40.787848,-73.973331,173.0,1012170054.0
35654,1077835,MANHATTAN,10012,WASHINGTON SQUARE VILLAGE,533,1,WTI2340459080,2017,Y,40.727881,-73.998557,5501.0,1005330001.0
35655,1077585,MANHATTAN,10002,MONROE STREET,253,1,WTI0263481135,2020,Y,40.711396,-73.996187,8.0,1002530001.0
35660,1019731,MANHATTAN,10010,EAST   22 STREET,903,7502,WTI5761443130,2018,Y,40.737804,-73.982748,64.0,1009037502.0
35664,1077833,MANHATTAN,10012,WASHINGTON SQUARE VILLAGE,533,1,WTI5633728380,2016,Y,40.729113,-73.997507,5501.0,1005330001.0
35669,1077585,MANHATTAN,10002,MONROE STREET,253,1,WTI3952612624,2019,Y,40.711453,-73.995661,8.0,1002530001.0
35670,1009717,MANHATTAN,10011,5 AVENUE,577,39,WTI0975532406,2017,Y,40.735807,-73.993772,63.0,1005770039.0
35674,1017105,MANHATTAN,10016,PARK AVENUE,864,35,WTI5112942049,2016,Y,40.747339,-73.981165,74.0,1008640035.0
35681,1017094,MANHATTAN,10016,EAST   34 STREET,863,75,WTI6776574821,2018,Y,40.748224,-73.984077,74.0,1008630075.0
35684,1050025,MANHATTAN,10028,EAST   86 STREET,1549,1,WTI3603003237,2020,Y,40.777704,-73.951314,14602.0,1015490001.0
35686,1048044,MANHATTAN,10128,EAST   87 STREET,1516,13,WTI8215132695,2016,Y,40.780478,-73.955793,14802.0,1015160013.0
35690,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI2389793953,2020,Y,40.760216,-73.985334,125.0,1010197502.0
35697,1079143,MANHATTAN,10038,POLICE PLAZA,119,1,WTI3648530773,2017,Y,40.71234,-74.000895,29.0,1001190001.0
35705,1082485,MANHATTAN,10003,BROADWAY,545,8,WTI0323594639,2020,Y,40.728915,-73.993816,57.0,1005450008.0
35706,1036232,MANHATTAN,10017,Lexington Avenue,1303,53,WTI2277972143,2015,Y,40.755685,-73.972943,92.0,1013030053.0
35708,4038182,QUEENS,11373,45 AVENUE,1527,1,WTI9780512262,2016,Y,40.741537,-73.88367,481.0,4015270001.0
35714,1057182,MANHATTAN,10025,WEST END AVENUE,1890,24,WTI2042215496,2018,Y,40.7996,-73.970051,191.0,1018900024.0
35718,1088432,MANHATTAN,10025,COLUMBUS AVENUE,1852,7501,WTI8105740621,2020,Y,40.794568,-73.96629,185.0,1018527501.0
35727,2013047,BRONX,10460,SOUTHERN BOULEVARD,3114,52,WTI0928461424,2019,Y,40.852801,-73.881834,393.0,2031140052.0
35731,1012617501,MANHATTAN,10036,6th Avenue,1261,7501,WTI7558128572,2019,Y,40.757004,-73.982526,96.0,1012617501.0
35732,2023460029,BRONX,10451,Grand Concourse,2346,29,WTI7484480921,2019,Y,40.817954,-73.927599,63.0,2023460029.0
35733,3322379,BROOKLYN,11205,Clinton Ave,1902,1,WTI7447521367,2020,Y,40.691964,-73.968566,195.0,3019020001.0
35734,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI0899216202,2020,Y,40.760216,-73.985334,125.0,1010197502.0
35736,4050857,QUEENS,11374,102 STREET,2114,34,WTI6310976587,2018,Y,40.730944,-73.853192,721.0,4021140034.0
35739,4431954,QUEENS,11374,63 ROAD,2086,50,WTI9742430828,2016,Y,40.731084,-73.860538,71701.0,4020860050.0
35741,1056372,MANHATTAN,10025,WEST END AVENUE,1869,1,WTI6643716802,2020,Y,40.796018,-73.972638,183.0,1018690001.0
35742,1039848,MANHATTAN,10022,EAST   54 STREET,1346,7501,WTI8758177125,2019,Y,40.757083,-73.966013,98.0,1013467501.0
35751,4047323,QUEENS,11368,57 AVENUE,1918,75,WTI3208291782,2020,Y,40.738068,-73.86104,455.0,4019180075.0
35755,1070746,MANHATTAN,10023,WEST END AVENUE,1179,7501,WTI6173321103,2020,Y,40.777019,-73.986522,155.0,1011797501.0
35758,1079909,MANHATTAN,10033,ST NICHOLAS AVENUE,2153,1,WTI5008627898,2016,Y,40.847771,-73.934853,261.0,1021530001.0
35759,1022661,MANHATTAN,10036,BROADWAY,999,3,WTI8493038219,2017,Y,40.75886,-73.984843,125.0,1009990003.0
35760,1048406,MANHATTAN,10128,EAST   94 STREET,1522,59,WTI2676429561,2019,Y,40.784794,-73.95245,15801.0,1015220059.0
35761,1030158,MANHATTAN,10023,WEST   76 STREET,1147,59,WTI6708084269,2017,Y,40.78077,-73.978758,161.0,1011470059.0
35763,1083346,MANHATTAN,10041,WATER STREET,32,7501,WTI6316672920,2018,Y,40.703608,-74.009691,9.0,1000327501.0
35771,1034520,MANHATTAN,10103,5 AVENUE,1268,7502,WTI8664367553,2017,Y,40.760549,-73.976421,104.0,1012687502.0
35773,1080570,MANHATTAN,10018,WEST   39 STREET,789,30,WTI5775990964,2018,Y,40.754353,-73.988836,113.0,1007890030.0
35777,1034341,MANHATTAN,10036,WEST   47 STREET,1262,48,WTI1946438474,2016,Y,40.757034,-73.97948,96.0,1012620048.0
35778,1008835,MANHATTAN,10003,WAVERLY PLACE,548,21,WTI6380334036,2020,Y,40.730414,-73.994927,59.0,1005480021.0
35784,1057372,MANHATTAN,10025,RIVERSIDE DRIVE,1896,43,WTI9526294769,2016,Y,40.808028,-73.966687,205.0,1018960043.0
35788,1039988,MANHATTAN,10022,EAST   57 STREET,1349,35,WTI7523034898,2016,Y,40.758759,-73.964008,108.0,1013490035.0
35789,1019613,MANHATTAN,10003,EAST   20 STREET,901,6,WTI6589690746,2016,Y,40.736468,-73.983311,64.0,1009010006.0
35795,1000874,MANHATTAN,10005,MAIDEN LANE,37,23,WTI7656731015,2019,Y,40.705308,-74.004873,7.0,1000370023.0
35797,1014465,MANHATTAN,10018,WEST   38 STREET,787,67,WTI8057014728,2019,Y,40.754079,-73.990154,109.0,1007870067.0
35798,1056386,MANHATTAN,10025,WEST END AVENUE,1869,7502,WTI1326868800,2018,Y,40.796348,-73.972002,183.0,1018697502.0
35799,1038550,MANHATTAN,10022,EAST   53 STREET,1327,7501,WTI7205346321,2018,Y,40.757501,-73.968893,98.0,1013277501.0
35801,5089353,STATEN ISLAND,10301,BAY STREET LANDING,1,7501,WTI2863712573,2020,Y,40.640384,-74.073261,3.0,5000017501.0
35803,1015926,MANHATTAN,10018,WEST   36 STREET,838,24,WTI3086039853,2019,Y,40.750475,-73.985386,84.0,1008380024.0
35805,1038238,MANHATTAN,10022,EAST   50 STREET,1323,36,WTI1734225787,2018,Y,40.755472,-73.969948,98.0,1013230036.0
35816,1028661,MANHATTAN,10023,WEST   73 STREET,1126,14,WTI0188635726,2018,Y,40.777182,-73.976108,157.0,1011260014.0
35817,1017224,MANHATTAN,10016,5th Avenue,867,70,WTI0988426715,2015,Y,40.750691,-73.982907,82.0,1008670070.0
35826,1026949,MANHATTAN,10036,WEST   46 STREET,1074,49,WTI7291193680,2017,Y,40.76278,-73.995055,129.0,1010740049.0
35827,2016020,BRONX,10463,ORLOFF AVENUE,3263,67,WTI6100941437,2020,Y,40.883914,-73.894426,279.0,2032630067.0
35829,1043905,MANHATTAN,10021,EAST   69 STREET,1424,6,WTI9385116552,2019,Y,40.767514,-73.961285,126.0,1014240006.0
35837,2092070,BRONX,10453,SEDGWICK AVENUE,2881,84,WTI4102715647,2016,Y,40.853212,-73.918082,247.0,2028810084.0
35839,1086160,MANHATTAN,10022,LEXINGTON AVENUE,1313,7501,WTI4211587766,2017,Y,40.761887,-73.968421,11203.0,1013137501.0
35841,1021921,MANHATTAN,10016,EAST   38 STREET,944,1,WTI2609178976,2018,Y,40.74725,-73.97391,78.0,1009440001.0
35842,1020607,MANHATTAN,10010,EAST   26 STREET,931,21,WTI3133819253,2017,Y,40.739118,-73.977941,66.0,1009310021.0
35844,1015262,MANHATTAN,10018,BROADWAY,813,55,WTI6214996361,2016,Y,40.752613,-73.987389,109.0,1008130055.0
35848,2093927,BRONX,10451,CONCOURSE VILLAGE EAST,2443,170,WTI5897057414,2017,Y,40.823224,-73.919763,61.0,2024430170.0
35849,1078988,MANHATTAN,10005,BROAD STREET,26,7501,WTI0939226051,2017,Y,40.706531,-74.011022,7.0,1000267501.0
35852,1077833,MANHATTAN,10012,WASHINGTON SQUARE VILLAGE,533,1,WTI9520144618,2017,Y,40.729113,-73.997507,5501.0,1005330001.0
35856,1015294,MANHATTAN,10011,WEST   15 STREET,816,7501,WTI8794805940,2018,Y,40.737141,-73.994212,54.0,1008167501.0
35857,1082154,MANHATTAN,10016,EAST   39 STREET,920,13,WTI1259426730,2017,Y,40.748403,-73.974711,88.0,1009200013.0
35858,1090208,MANHATTAN,10016,E 27th St,883,14,WTI4691795449,2020,Y,40.742281,-73.983497,68.0,1008830014.0
35860,1013644,MANHATTAN,10018,8 AVENUE,762,33,WTI0813131332,2016,Y,40.754952,-73.991467,115.0,1007620033.0
35861,1037552,MANHATTAN,10017,East 42nd Street,1316,23,WTI5196668025,2017,Y,40.750214,-73.973108,88.0,1013160023.0
35863,1023752,MANHATTAN,10019,WEST   58 STREET,1011,7504,WTI7890806870,2017,Y,40.765476,-73.977817,137.0,1010117504.0
35866,1051264,MANHATTAN,10028,EAST   86 STREET,1583,12,WTI7308559663,2017,Y,40.775509,-73.946102,14402.0,1015830012.0
35870,1001013,MANHATTAN,10005,WILLIAM STREET,41,24,WTI5497063951,2018,Y,40.707166,-74.008793,7.0,1000410024.0
35871,1029892,MANHATTAN,10023,WEST   72 STREET,1143,39,WTI5880684969,2016,Y,40.777641,-73.979361,157.0,1011430039.0
35872,1051385,MANHATTAN,10028,GRACIE SQUARE,1590,30,WTI1841161214,2020,Y,40.773299,-73.94502,136.0,1015900030.0
35873,1076844,MANHATTAN,10036,BROADWAY,998,7501,WTI8831992910,2017,Y,40.757847,-73.985009,119.0,1009987501.0
35874,1017588,MANHATTAN,10016,MADISON AVENUE,869,16,WTI5148878419,2019,Y,40.751124,-73.980525,82.0,1008690016.0
